id,name,symbol,price,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,volume_24h,last_updated
416,HELLO Labs,HELLO,0.06905084589890102,11.8781,-1.55977709,-3.7610048,11.49444789,46.27587605,41.64742024,72.37399317,43538200.86114389,3707773.64405981,2023-10-26 20:11:00
417,HUNT,HUNT,0.3441198462149718,8.833,0.19447133,-3.29284634,10.86727656,12.30862652,16.39044492,-4.15096748,43505493.88434604,8474579.48297562,2023-10-26 20:12:00
418,COMBO,COMBO,0.6011141588668388,58.5439,0.41650285,2.21482252,19.87174542,8.54499866,25.1500598,-7.73777753,42710211.7350386,4374092.28957609,2023-10-26 20:12:00
419,WazirX,WRX,0.11070195454541588,-4.6512,-0.08502385,-4.31225553,5.9850898,15.94084619,7.52660309,-13.08543767,42272302.12485534,1234762.84692765,2023-10-26 20:12:00
420,Alien Worlds,TLM,0.011277228442573832,-20.0222,0.7528411,1.02692583,16.91904382,13.09591593,14.53453306,2.95519551,42018808.61896837,9029149.06557223,2023-10-26 20:11:00
421,Clash of Lilliput,COL,0.5118427065539195,-5.0494,0.32649269,-1.9941246,18.61845779,40.09627896,-24.66021976,-32.09652431,42009183.03478901,59363.44645414,2023-10-26 20:12:00
422,Dero,DERO,2.9876095508041813,-41.0627,0.81710939,0.56163938,30.01795319,17.9735082,-1.77864974,-30.73507678,41833396.250396736,10484.76840275,2023-10-26 20:11:00
423,WhiteCoin,XWC,0.05470505633122943,0.0,0.0,0.0,0.0,0.0,166.68593018,184.16904819,41812421.57904623,0.0,2023-10-26 20:12:00
424,Flamingo,FLM,0.07895786130760978,-4.4241,0.70748052,-0.040603,23.34851971,-1.36559012,41.15485721,21.30358297,41593590.1967239,6945926.52394248,2023-10-26 20:11:00
425,Acala Token,ACA,0.04994139573726184,30.7842,0.34041827,-0.36331956,9.73791667,3.93711895,10.88420364,-25.21014827,41379775.761409655,2831911.44000749,2023-10-26 20:11:00
426,TrueFi,TRU,0.03857119155812006,-9.795,0.67507089,-1.05695908,17.7574945,19.05904558,21.86949565,8.00596894,41317594.82048047,3825827.06720327,2023-10-26 20:11:00
427,Gomining,GMT,0.10231164835903514,-17.5712,3.77204355,-7.83176551,0.58165734,2.42285331,4.077803,-22.90058768,41157455.272047006,1898965.83346785,2023-10-26 20:11:00
428,Electroneum,ETN,0.0022918542952535086,-8.3159,0.03455765,20.42963161,-0.23721491,1.20264338,14.4644791,10.16521863,41156010.401354074,1000314.17822529,2023-10-26 20:12:00
429,MUX Protocol,MCB,10.752226672363609,163.9129,0.07448647,5.81078921,12.82835292,23.42916411,50.13156856,-5.80317263,41089881.52965099,594549.0002724,2023-10-26 20:11:00
430,Celo Dollar,CUSD,1.0023900514336965,-0.9903,0.29056258,0.20049174,-1.32478745,0.52664031,0.26233614,0.3863605,40898625.26049094,175176.33541591,2023-10-26 20:12:00
431,XPLA,XPLA,0.17443441482657082,-90.19,-0.21350146,-3.00393342,9.69027396,15.34685817,-14.72364362,-38.54672546,40806705.86033722,807911.74571912,2023-10-26 20:11:00
432,Perpetual Protocol,PERP,0.6121787002939898,25.8009,0.1865129,0.16070966,22.533164,0.52141302,47.95845743,28.19264528,40405114.65825093,9928414.65038574,2023-10-26 20:11:00
433,Constellation,DAG,0.03158751159211958,-31.7671,0.40885684,-0.17222432,24.43029709,24.84277235,0.65432956,-22.97907666,40018595.30804959,254304.04602043,2023-10-26 20:11:00
434,Bounce Token,AUCTION,6.14569071340922,9.7328,0.8677471,-3.06891893,9.7890061,18.53670628,42.16519483,-11.07882501,39947112.5509742,6005119.69370333,2023-10-26 20:11:00
435,Meter Governance,MTRG,1.850634827365218,59.0734,2.78277603,9.73259554,26.9849659,28.98638512,15.93310736,-3.31210545,39805278.59291089,405864.76589566,2023-10-26 20:11:00
436,Concordium,CCD,0.005799312199391337,-14.7522,-0.16626851,-3.88200231,13.87444723,2.38468175,-17.78234493,-29.1979573,39647623.069187775,243244.17534684,2023-10-26 20:11:00
437,Creditcoin,CTC,0.14309355016683284,22.4421,-0.45967919,1.89383722,9.25885743,6.71942347,-10.66512367,-29.03004929,39565743.67263397,31248679.18215359,2023-10-26 20:12:00
438,RSS3,RSS3,0.08486685350651936,60.2557,-0.04770803,-6.89726894,-14.71659829,-3.33164145,-9.3990716,-21.36577191,39254875.08894561,9782528.04138294,2023-10-26 20:11:00
439,DeFi Pulse Index,DPI,70.09071380072146,53.903,0.50242767,-2.23821771,13.15297766,10.98992921,11.42450172,-12.28831537,39179547.316498145,88271.80366963,2023-10-26 20:11:00
440,LeverFi,LEVER,0.0013619675548068562,43.683,0.08710195,0.19744403,12.41396824,-26.07639906,1.40141599,13.9756544,39018298.99971504,14700676.25758534,2023-10-26 20:11:00
441,Aura Finance,AURA,0.929654926661668,8.0373,-2.27725899,1.595662,26.83627593,10.25527106,-11.07935668,-33.25475335,38933362.93089116,431938.14480275,2023-10-26 20:12:00
442,BakeryToken,BAKE,0.13358402458320304,19.7362,0.53509552,1.03555293,10.66940563,24.51990182,38.81364221,41.6169269,38708711.38847117,21725456.12733695,2023-10-26 20:11:00
443,Bella Protocol,BEL,0.5939012111283306,7.5579,0.38530315,-1.11998206,13.42517146,-5.39076983,6.39878694,-9.20060397,38603578.72334149,4785737.16992609,2023-10-26 20:11:00
444,Tether EURt,EURt,1.0549475486947637,8.9131,0.08131207,-0.00823758,-0.24835937,-0.36872903,-2.35233564,-4.32031668,38386735.16817135,1950098.19918782,2023-10-26 20:11:00
445,Games for a Living,GFAL,0.03248425405226887,165.9506,1.91614653,9.33445309,32.25657082,20.22728111,108.62483699,94.18592959,38019437.66190978,2434394.12470419,2023-10-26 20:11:00
446,Kwenta,KWENTA,88.15163287592782,6.4592,0.45241696,-2.38365866,49.72463811,10.89436722,-3.17142565,-46.01732841,37721812.29325257,282356.95866113,2023-10-26 20:11:00
447,RocketX exchange,RVF,0.5021729026476668,5.1022,-2.9905525,-5.22285933,26.51591489,111.18817065,94.17645828,69.57168561,37649934.80523259,1002850.3875612,2023-10-26 20:11:00
448,Seedify.fund,SFUND,0.6953108694323797,-47.1615,0.70205577,2.29872105,15.89832949,22.80458149,7.019594,-10.39554903,37625068.523583554,1263919.237854,2023-10-26 20:11:00
449,Uquid Coin,UQC,3.734704574474911,-27.2105,0.71628259,1.0199808,20.83278714,27.98957441,18.44628028,2.30069993,37347045.74474911,50162.66040962,2023-10-26 20:12:00
450,Rakon,RKN,0.15276889983845093,24.5149,-5.90444157,-6.26888423,-1.41187971,15.73705754,2.77296435,-18.94668325,37101018.554019354,4072.56788689,2023-10-26 20:11:00
451,Wanchain,WAN,0.18784233197722747,-13.9964,-0.05684346,-1.62649,9.55980883,1.10254738,2.62981864,-12.07447179,37047742.27163947,1202156.26666016,2023-10-26 20:11:00
452,Forta,FORT,0.09528548728662438,-20.3521,0.07953492,-1.90330138,15.60541512,-14.40386515,-22.00440292,-30.58184934,36963227.10270636,270130.47469202,2023-10-26 20:12:00
453,Groestlcoin,GRS,0.4404706863138606,122.2109,0.27684036,-1.53635857,6.17624231,-8.14620091,-0.81064717,22.56459711,36857881.7875632,6460995.54389244,2023-10-26 20:12:00
454,Pocket Network,POKT,0.023996632418654955,5.7376,-0.19366277,3.84962782,-1.84956149,-12.06987608,-18.97814886,-6.46607846,36511289.3270106,286455.30934161,2023-10-26 20:11:00
455,Toko Token,TKO,0.2150054754012125,34.4344,0.24250754,-1.86645039,4.7057871,1.60126004,-5.17616701,-14.99023793,36499618.71623461,2474815.42762888,2023-10-26 20:11:00
456,Enzyme,MLN,15.367374868709932,-2.8172,0.18896169,-0.19303708,2.43197615,-11.15716875,-1.78959866,-14.28487532,36355231.45154439,1146796.59617465,2023-10-26 20:11:00
457,SingularityDAO,SDAO,0.4393784001809575,-6.2553,-0.75242759,-4.96453438,25.58401658,12.82644537,14.06368067,10.06016654,36351182.70991398,799990.94110076,2023-10-26 20:11:00
458,Mines of Dalarnia,DAR,0.09101314044578823,15.7931,0.65085504,-0.92849676,17.52187182,9.17517985,12.7742103,-10.04477362,36310022.12145505,19463814.54254924,2023-10-26 20:12:00
459,SuperVerse,SUPER,0.07974761325154729,18.5684,-0.02225553,-0.91246372,10.82924931,3.18778445,-0.2953777,-21.53801592,36021585.68053053,1878291.40437311,2023-10-26 20:12:00
460,Locus Chain,LOCUS,0.016946571658394933,1.368,0.04345064,-3.12334896,-7.81664302,-2.59493184,-25.80624002,-33.14904677,35266879.65140311,28214.39082003,2023-10-26 20:11:00
461,Qredo,QRDO,0.057474752980388434,187.9105,9.72660334,29.79718916,114.56571127,29.95869773,9.19752461,-15.4570135,35231630.08099988,3737558.03804875,2023-10-26 20:11:00
462,Orbit Chain,ORC,0.05446647722340933,-21.3135,0.5285351,-0.44592149,7.67783423,13.68645424,-6.45509276,-19.837744,35206025.12108232,139634.70237843,2023-10-26 20:12:00
463,Automata Network,ATA,0.08087544999578646,30.5692,0.61956591,-1.17192885,12.37034555,0.33848453,7.7457922,-2.39408128,35058609.621717356,1891580.21089953,2023-10-26 20:11:00
464,BarnBridge,BOND,4.395828541801444,229.1668,-1.68834807,14.30683274,60.04081868,90.96295675,106.18462032,51.35360519,34772156.75198003,90804965.67492785,2023-10-26 20:12:00
465,Ampleforth,AMPL,1.2923706578624934,14.9807,0.32191383,-2.94033295,15.10536229,2.67149607,24.18805453,19.8619451,34633950.221492335,627074.12021595,2023-10-26 20:11:00
466,PlatON,LAT,0.007697656831184946,-27.3995,-0.23957969,1.85671319,13.98545108,9.66078071,7.89950417,0.6440585,34622046.56908299,876509.99705827,2023-10-26 20:11:00
467,Moonriver,MOVR,4.134893118326887,39.9738,0.47575537,0.09659099,12.27505461,2.25721906,-3.74098305,-17.50697509,34295742.14414106,4025082.261402,2023-10-26 20:12:00
468,Fei USD,FEI,0.9797815194130491,166.8365,-0.02897886,0.07134688,-0.04318209,0.15363717,1.87840821,-0.46107358,34198220.9501003,833913.712039,2023-10-26 20:12:00
469,ASD,ASD,0.05166267310479345,2.003,0.39044842,-4.76167742,-0.71768485,10.96989247,18.93749812,-10.65434859,34129150.948695555,1619952.4704109,2023-10-26 20:11:00
470,CEEK VR,CEEK,0.04207961281796012,7.4657,1.94477219,3.41784716,22.82394453,14.46929515,-1.76044508,-16.61768364,33904292.191196084,2760561.70098688,2023-10-26 20:11:00
471,Doge Killer,LEASH,314.6538439672064,13.2237,0.87209617,-2.53022936,9.7386319,2.4300676,-31.6036592,-30.3645935,33449005.20571075,1197617.71540613,2023-10-26 20:12:00
472,Steem Dollars,SBD,2.6677278119682706,-77.7348,0.26827927,-1.50293158,23.07979518,21.09572639,22.07916037,16.75754049,33413696.48625504,7846176.81079977,2023-10-26 20:12:00
473,Voyager Token,VGX,0.11962884183895922,-34.9495,0.26438232,-1.00487358,0.43268514,0.45491687,8.24895265,-26.62683752,33314504.755783286,3138791.38409105,2023-10-26 20:11:00
474,IDEX,IDEX,0.04932162693837862,3.7228,0.53187879,0.42806398,15.69649456,2.57126748,14.3375842,-3.67228984,33235803.14429846,2621075.44953586,2023-10-26 20:11:00
475,e-Radix,EXRD,0.045181430416871754,85.6923,-0.03102661,-3.06172727,8.36111941,-26.59404921,-14.80580831,-19.32856485,33200879.83879699,272520.75508304,2023-10-26 20:11:00
476,Klever,KLV,0.0037166484411561393,-7.7989,0.13155121,-2.35860712,9.13195378,-7.06368074,53.65209799,35.34939081,33006738.65464362,1425752.2898352,2023-10-26 20:11:00
477,Oraichain,ORAI,2.596885041078358,-25.9044,0.41680852,-3.99071696,22.30386831,19.50251947,37.34668165,18.64297043,32996229.082744904,1140301.83497232,2023-10-26 20:11:00
478,Sentinel Protocol,UPP,0.06722244854765153,10.5706,0.21191618,-1.38713322,10.56651745,8.61293497,15.46265181,9.57695244,32961506.622815244,2375876.40102579,2023-10-26 20:11:00
479,Pirate Chain,ARRR,0.16702019654397932,1.3112,-0.54090778,1.87215976,7.22312826,3.02875089,-16.86286812,-26.18361021,32771667.10168191,57799.02053861,2023-10-26 20:11:00
480,ZEON,ZEON,0.001070760435454684,-0.577,0.42257335,5.02414567,-26.71221575,7.40953281,8.99694574,-3.9261481,32689356.089506917,24784.37612984,2023-10-26 20:11:00
481,XCAD Network,XCAD,0.7181898868918534,-0.8102,0.03810484,1.0029091,-2.43390325,-11.97618306,-44.76257921,-43.1818411,32583603.353011683,1388949.50227663,2023-10-26 20:11:00
482,Trias Token (new),TRIAS,3.4047927813284247,-29.2095,-0.03119039,-4.18450578,4.84513489,22.46489225,10.58463695,-6.97362988,32574739.524778303,866718.90678456,2023-10-26 20:11:00
483,Reef,REEF,0.0014206855277468292,9.6565,0.34900697,-1.02070379,16.24650289,10.11153463,8.70874963,-11.09511644,32422046.31450953,9331026.54767074,2023-10-26 20:11:00
484,Chainge,CHNG,0.08078262399773348,-19.6656,0.15466276,-0.79656832,15.0221806,12.59323335,9.03172016,-4.89352922,32301260.263729785,349113.93431273,2023-10-26 20:11:00
485,RAMP,RAMP,0.06724052149877988,137.8472,0.4997479,-2.0060206,2.25381269,3.08898685,14.65196842,64.43533638,32130126.097831327,911.03130125,2023-10-26 20:12:00
486,Moss Coin,MOC,0.07979448053506126,-25.0492,0.59287134,-3.58529876,6.31180692,7.12107628,9.28538982,-13.90035468,31877072.133073695,2963834.27464546,2023-10-26 20:11:00
487,Ultiledger,ULT,0.011182017217061892,-100.0,0.36973534,0.38621039,-0.106444,-0.07139882,-1.02701669,21.28793769,31717003.60223752,0.0,2023-10-26 20:11:00
488,Komodo,KMD,0.2309691768907925,-53.544,0.20710075,0.51601764,7.89950956,5.45017227,-6.42322269,-4.06846075,31401154.83930905,930965.59501953,2023-10-26 20:11:00
489,Kin,KIN,1.067735546369414e-05,-41.6446,-0.64046861,-0.9277403,0.09258787,-21.74131372,22.60404531,-49.94770722,31345908.047283333,211725.84021902,2023-10-26 20:11:00
490,Aurora,AURORA,0.08504796385020866,248.9501,-3.53300653,56.94654791,75.99815725,66.07992768,46.73571494,12.90072517,31237785.605218552,2681456.4465859,2023-10-26 20:11:00
491,ALEX Lab,ALEX,0.05140749018422653,-31.618,0.3215601,-6.21022384,5.88169345,7.68782254,-13.94291369,-18.59963901,31178122.414132502,658064.73486463,2023-10-26 20:11:00
492,Biswap,BSW,0.06413038382435997,-1.5674,0.15359493,-0.56946497,7.97122064,-1.69732102,-0.29292287,-25.1745218,30924264.28615675,2956890.35263699,2023-10-26 20:11:00
493,Multichain,MULTI,2.12179983344265,33.9339,0.12145735,0.36230213,10.89891009,-10.61413326,77.78542017,11.21640876,30853289.900683936,3798171.66966311,2023-10-26 20:11:00
494,sUSD,SUSD,0.9992609884770106,50.1169,0.27399246,-0.08265938,0.03555855,0.05589643,0.01754242,0.05141116,30836141.934793558,8753341.14186522,2023-10-26 20:11:00
495,Router Protocol,ROUTE,2.308653359020625,-20.6188,-0.0814551,-1.86007193,17.67558793,19.97676901,5.66077898,-24.04174014,30776957.96954391,1041497.5153782,2023-10-26 20:12:00
496,LCX,LCX,0.03988327405361779,-50.2396,0.21666759,-6.03052036,0.30160272,1.41774648,-12.16763426,-23.4512791,30773326.07972544,386366.10311181,2023-10-26 20:11:00
497,H2O DAO,H2O,0.13648626675334588,-1.0247,0.30707238,-1.90576925,18.57693126,29.9051233,32.79451503,13.35625266,30717909.97473742,407325.2935538,2023-10-26 20:11:00
498,Ethernity,ERN,1.5689865686979367,26.3249,0.08092453,-1.24040143,8.03025946,5.6958296,8.2652004,-16.16636169,30587555.291185644,2304119.63471016,2023-10-26 20:11:00
499,IRISnet,IRIS,0.01964203081867297,31.6046,-0.17425102,-0.66047527,10.66521287,8.20688537,10.36334749,-5.86519873,30485758.148867406,682153.45381428,2023-10-26 20:11:00
500,BitShares,BTS,0.010137646960174647,-63.1378,0.03897774,-4.25048377,5.5721757,11.53061968,17.30527458,-1.40298568,30363475.44239247,920913.1427059,2023-10-26 20:11:00
501,Lyra,LYRA,0.05392989669623693,-37.9052,0.17523343,0.70536966,8.62686812,-0.61403721,-15.65271959,-36.78133979,30223607.40438726,13983.38784631,2023-10-26 20:12:00
502,Rally,RLY,0.005839157663243896,-0.9758,-0.64488951,-2.20502919,1.54038215,-3.41619915,-20.93470874,-19.28217425,30027617.205017116,456848.70439852,2023-10-26 20:11:00
503,xMoney,UTK,0.05972871483224062,80.4122,1.31400841,5.94716727,16.29447718,9.457132,7.93504919,-9.16269603,29864357.41612031,3895752.89513148,2023-10-26 20:12:00
504,Cream Finance,CREAM,16.056343225315352,26.2587,-0.09634815,-0.17177814,4.52687332,-16.77703456,41.70217044,13.86952442,29795097.813145462,2721420.11516395,2023-10-26 20:12:00
505,Persistence,XPRT,0.1604622479337769,-14.6975,0.18516185,0.23721143,-0.04918581,-2.44162983,-15.8560798,-37.51417373,29749731.363114316,264269.71483512,2023-10-26 20:12:00
506,Frontier,FRONT,0.3290756296303839,304.394,0.5697313,13.64955742,27.2548337,-34.37423329,127.62300286,123.11879295,29616806.66673455,65233098.2396148,2023-10-26 20:11:00
507,Gas,GAS,2.906916318702512,-62.3455,0.75165137,-1.52687522,27.47193376,23.88038484,28.42167411,8.16292065,29442338.876911815,47497200.47464515,2023-10-26 20:11:00
508,SelfKey,KEY,0.005541707279015235,-23.3324,0.25943005,-3.54054557,-7.18694957,5.41773816,29.31666369,0.78622803,29398587.792220347,6262541.29111179,2023-10-26 20:11:00
509,Phoenix,PHB,0.6440757532551229,-13.8637,0.52250278,-0.74844821,18.87857624,6.97956001,26.6016347,5.02977662,29218247.28910214,6461406.16515549,2023-10-26 20:11:00
510,Measurable Data Token,MDT,0.04312384390464348,35.9243,0.57451912,-2.43566666,12.91251579,-6.50199942,13.34438014,-10.48541568,29158489.46208007,5662451.81700878,2023-10-26 20:12:00
511,Reserve,RSV,1.0004753085056208,0.0,0.02557035,0.00376317,-0.01035064,0.13607262,0.13444143,0.24038784,28864379.757318117,0.0,2023-10-26 20:11:00
512,Polkastarter,POLS,0.29053721250526054,-14.8339,-0.11200049,-1.46477974,8.14874615,12.26440673,12.81607328,-12.62698565,28827518.27406026,1467373.33426018,2023-10-26 20:12:00
513,SuperRare,RARE,0.0574441500556599,47.1989,0.09848043,0.80695164,6.18247613,-4.67172713,-0.45595497,-23.10135655,28759851.588310376,1952041.47688274,2023-10-26 20:12:00
514,AhaToken,AHT,0.006885496545865277,42.3037,0.19735353,-1.93263209,4.10157306,2.41663435,2.83312333,-12.96939193,28719289.56266053,4127715.09942887,2023-10-26 20:11:00
515,Bonk,BONK,5.20004496802195e-07,92.5492,6.91316865,20.67355233,192.18120507,151.13121775,105.42650042,47.61680045,28171759.196313363,26676112.05181532,2023-10-26 20:11:00
516,Litentry,LIT,0.7107221174005258,-1.7289,0.29095323,0.29362864,14.05717568,8.58611907,26.90955665,1.52936871,28158371.512895215,4619689.22445861,2023-10-26 20:11:00
517,Alpha Quark Token,AQT,1.052401692134742,-20.1056,0.18337029,-4.82588488,8.65281924,12.22963812,22.78333805,4.5167642,28036806.161396164,4133851.71165772,2023-10-26 20:12:00
518,Beefy,BIFI,349.45990821058336,-38.834,0.01662717,-1.10143862,160.36311678,-3.69023753,19.04688346,9.02409943,27956792.65684667,636433.37396934,2023-10-26 20:12:00
519,DIA,DIA,0.25048518441876133,306.2896,0.26750768,-4.09155826,6.73351577,1.24166402,14.57162047,-2.99516412,27708070.93790151,4114846.89271211,2023-10-26 20:11:00
520,Cortex,CTXC,0.12813018320518235,5.0454,0.36023882,-3.00197506,9.17150973,3.9413808,5.42959083,-11.56082307,27679574.37247559,4711980.20647056,2023-10-26 20:11:00
521,Akropolis,AKRO,0.006124638857264883,11.2846,0.12989545,2.0760543,7.12772632,-12.19611176,-57.90576566,32.26539551,26960679.534215793,9964400.80136188,2023-10-26 20:12:00
522,Guild of Guardians,GOG,0.06090753819471247,-31.3152,0.50288454,-3.67017801,10.3358949,3.70384748,-16.16351584,13.12461169,26815599.554677766,190930.45783352,2023-10-26 20:11:00
523,MonaCoin,MONA,0.4076878226233633,71.0234,0.1048775,1.94965103,5.092486,1.37844141,1.08217307,-20.88463925,26797188.02996808,186274.33311565,2023-10-26 20:12:00
524,Dione Protocol,DIONE,0.002814091289496613,-9.8786,1.362493,-8.09965021,77.71422053,47.84806371,51.55332076,5.49277142,26764438.223187186,1659423.20331418,2023-10-26 20:11:00
525,Altura,ALU,0.03699911219051858,14.7447,0.77930994,-7.30467014,24.08520536,24.10726548,13.82200886,-10.65196828,26630296.771668058,583895.04792766,2023-10-26 20:11:00
526,Alchemix,ALCX,13.263436112286172,107.1654,0.26441032,-3.2251565,12.36955683,5.98550591,23.08486942,-5.54633603,26495790.77591342,4152372.08112732,2023-10-26 20:11:00
527,LTO Network,LTO,0.06264656962235979,61.9763,0.76465413,-0.03232471,14.33749641,9.0404409,13.83172704,-2.41910838,26361066.47670014,2167479.81414187,2023-10-26 20:11:00
528,Elastos,ELA,1.2911320409981937,22.0698,0.09042452,-1.82495014,2.4737065,-7.62214094,-13.86023002,6.01492341,26270493.4834472,380120.77681916,2023-10-26 20:11:00
529,Alpaca Finance,ALPACA,0.17396755312781864,-71.2174,0.18656942,-0.54595738,10.81501306,29.65025755,27.88964385,22.86697478,26190010.071716312,1057690.07959438,2023-10-26 20:11:00
530,TokenPocket,TPT,0.007530203552082312,-0.5535,0.00505759,0.080342,5.48010756,8.44000474,-9.6376249,-20.91990996,26103129.826622017,82475.45333735,2023-10-26 20:11:00
531,Streamr,DATA,0.02714590450233152,41.8427,3.04190136,6.27847823,12.60473299,19.66690297,27.54013429,9.19736293,25900848.17270322,1605428.84848908,2023-10-26 20:12:00
532,Gelato,GEL,0.2348326452388744,-50.9735,0.52897393,1.50452482,16.75024644,12.36816312,-2.04005502,-6.77980849,25820206.96010487,100946.03207536,2023-10-26 20:12:00
533,Bloktopia,BLOK,0.0014694376033896554,-38.3902,0.29164883,0.62666399,10.31441015,8.3982146,0.3152478,-7.34430813,25768999.246446986,547320.07751834,2023-10-26 20:11:00
534,Star Atlas DAO,POLIS,0.16836894079791603,-19.0752,4.2288959,5.7508116,37.93262022,33.5141272,38.85770595,60.0502332,25761432.768232036,335201.15813852,2023-10-26 20:11:00
535,Virtua,TVK,0.021517630555062634,7.4136,2.06395307,-0.82955361,13.50713756,12.6944825,6.61049434,-16.10822945,25689441.848523747,3127233.92628544,2023-10-26 20:11:00
536,KLAYswap Protocol,KSP,0.4681222654949137,-6.7633,-0.0076059,-0.81782226,2.87497257,0.12310736,-12.85791209,-24.40140117,25652805.23209401,197720.80301993,2023-10-26 20:12:00
537,Kishu Inu,KISHU,2.76377166318471e-10,14.8639,0.61811964,0.27311352,-11.44596954,56.4195146,32.90893597,27.92128924,25667925.27335802,1114043.3849073,2023-10-26 20:12:00
538,KardiaChain,KAI,0.005360016593254757,-5.1516,8.38978579,1.17489065,18.93214189,29.75301956,30.38960443,18.3973968,25594079.232791465,1122184.05637104,2023-10-26 20:11:00
539,CLV,CLV,0.03444599845779402,-49.4714,0.40402348,-1.41288983,13.56602143,5.58652972,8.61999842,-7.93449999,25558712.158038955,5123219.91851399,2023-10-26 20:12:00
540,Maple,MPL,5.747657753812932,34.8791,-0.05650581,-3.49440372,-3.889013,13.78011591,21.67278835,-1.14379673,25393069.11969174,543509.45534501,2023-10-26 20:12:00
541,REI Network,REI,0.02669991465457056,-13.9889,0.16488085,-0.71739757,9.00780537,11.57578545,22.75914418,8.51484113,25364918.92184203,2243619.31532354,2023-10-26 20:11:00
542,Propy,PRO,0.2533092934433534,-3.085,0.50018958,-1.89623433,7.53841682,4.86646943,-10.99004627,-28.87319712,25330929.34433534,496512.6437154,2023-10-26 20:11:00
543,Image Generation AI,IMGNAI,0.03236121008483131,43.3327,0.3365018,-1.26964976,64.46486035,140.26409093,77.5621357,127.45393669,25139266.690112717,1101282.09375733,2023-10-26 20:11:00
544,UFO Gaming,UFO,9.749026313573356e-07,334.4722,2.18235986,21.21575796,31.3996677,70.95378611,42.52608895,12.49893005,25111128.383446272,6103265.42505429,2023-10-26 20:11:00
545,AVA,AVA,0.4865378348300337,-21.6038,0.59782502,0.87951874,10.22566403,6.13731145,-7.03057297,-13.67127959,25050398.543996304,668519.21627404,2023-10-26 20:11:00
546,Milady Meme Coin,LADYS,3.382892328753358e-08,29.2833,-1.85672484,-3.71202114,18.61672511,-7.44239291,8.83816083,25.4408,24842811.86488924,4250093.9556389,2023-10-26 20:11:00
547,Tokenlon Network Token,LON,0.5560076995021092,-7.8186,0.00220458,0.61739582,6.28768026,13.01390356,28.15628365,27.63740871,24775349.867202926,411649.69601612,2023-10-26 20:11:00
548,USDK,USDK,0.8604516635517969,-30.9523,0.13404903,0.07596134,-8.61977729,-8.86916976,-10.27104842,-10.15320961,24608979.53010117,389.71794129,2023-10-26 20:11:00
549,FC Barcelona Fan Token,BAR,2.1960357035011415,254.3392,-0.58840552,1.26077749,6.15106961,-1.56543924,-13.86243377,-16.94103881,24414567.479958966,4606252.33475577,2023-10-26 20:12:00
550,NvirWorld,NVIR,0.022903790204823714,-9.0513,0.49708965,9.80451304,4.28699701,-17.98154766,-43.70945611,-6.05884983,24106512.249341622,1922245.7076575,2023-10-26 20:11:00
551,Contentos,COS,0.004713428565542354,-4.3963,0.15675358,0.09491418,7.33950906,5.49927371,5.4626479,-11.88085618,24104492.60388586,2928551.2607506,2023-10-26 20:11:00
552,Veritise,VTS,0.10616049342986177,-12.8443,-0.04363358,-0.05181323,-0.97640171,-8.61540511,-14.03803177,-42.76371269,23785817.27563745,228163.42145863,2023-10-26 20:11:00
553,QuickSwap [old],QUICK,45.99499586242132,-3.2411,0.41796604,2.66922228,10.29246135,2.59572467,13.57712869,-13.32678166,23641289.88829697,108436.03766483,2023-10-26 20:12:00
554,GuildFi,GF,0.05173059896603096,-47.8836,-0.11766011,-0.41866536,21.23962045,6.89882097,0.51887705,-8.14816188,23606773.743945625,278996.60145091,2023-10-26 20:12:00
555,Alitas,ALT,0.19662483664635,0.0,0.00154443,-4.17554932,4.86987883,4.79935653,3.26010131,2.60051691,23594980.397562,0.0,2023-10-26 20:11:00
556,Zebec,ZBC,0.006866317551641626,9.2142,-0.47534023,3.05388755,7.14821256,-30.46845596,-43.66456598,-30.05913269,23589138.63731087,12425181.46478873,2023-10-26 20:11:00
557,RichQUACK.com,QUACK,5.3291459772264e-10,2.7444,-0.7827154,-1.81016972,8.3692254,5.25600122,3.39116245,-6.9142536,23494052.317630764,195807.82414615,2023-10-26 20:11:00
558,BENQI,QI,0.005732530203626291,469.0633,0.29182473,4.24723995,15.25192336,11.11351943,11.9618837,-5.7491464,23267714.13861606,6346049.63805597,2023-10-26 20:12:00
559,district0x,DNT,0.02314974838191182,-51.3485,0.72609516,0.16286141,6.9036727,5.96333697,-3.61489164,-21.11170132,23149748.381911818,277548.45270199,2023-10-26 20:11:00
560,ArbDoge AI,AIDOGE,1.32270050891589e-10,-41.1163,-0.47616895,-3.17197494,-27.30888024,127.08729563,92.05124287,35.54362972,23075290.365825895,6653658.25894882,2023-10-26 20:11:00
561,Assemble Protocol,ASM,0.018576707958726738,-43.2456,0.31860772,2.39043272,-6.42096923,12.49581133,66.50081183,111.28512259,23043565.831109174,310074.83528466,2023-10-26 20:11:00
562,Quickswap [New],QUICK,0.04317609705385279,3.343,0.2946845,-0.50434019,9.19121055,-0.11056145,9.95942189,-10.49479812,22883331.43854198,2899137.23138913,2023-10-26 20:11:00
563,NFT Worlds,WRLD,0.03211071015026995,131.1393,1.63583115,-1.35843074,-10.47915928,-9.51884256,-18.21750702,55.64453499,22865736.93039927,181080.78976804,2023-10-26 20:12:00
